step,value_loss
4000,2289.695068359375
4001,1980.5145263671875
4002,1940.13232421875
4003,2005.352294921875
4004,1906.330078125
4005,1747.161376953125
4006,1861.31005859375
4007,2020.711181640625
4008,1958.205322265625
4009,2086.72265625
4010,1842.9129638671875
4011,1883.2752685546875
4012,1945.79541015625
4013,1678.87060546875
4014,1964.697021484375
4015,1721.5577392578125
4016,2106.1787109375
4017,1560.450439453125
4018,1948.099365234375
4019,1700.51123046875
4020,1542.255126953125
4021,2016.582763671875
4022,1636.54541015625
4023,1817.978759765625
4024,1831.485107421875
4025,1657.652099609375
4026,1652.8643798828125
4027,1620.36376953125
4028,1683.815673828125
4029,1584.6923828125
4030,1565.162841796875
4031,1556.7183837890625
4032,1474.935302734375
4033,1732.5155029296875
4034,1386.241455078125
4035,1432.1845703125
4036,1241.655517578125
4037,1492.673828125
4038,1232.2498779296875
4039,1238.6905517578125
4040,1267.806884765625
4041,1523.802001953125
4042,969.9842529296875
4043,1262.01318359375
4044,1120.1949462890625
4045,1025.091796875
4046,924.514892578125
4047,790.8770141601562
4048,1002.526611328125
4049,584.19287109375
4050,706.4713134765625
4051,989.066650390625
4052,609.3693237304688
4053,537.8961181640625
4054,430.0352478027344
4055,536.7599487304688
4056,411.877685546875
4057,341.1547546386719
4058,423.6680908203125
4059,393.77349853515625
4060,319.46282958984375
4061,278.59613037109375
4062,235.21096801757812
4063,166.1131591796875
4064,191.17489624023438
4065,153.84585571289062
4066,149.69317626953125
4067,129.04827880859375
4068,142.79266357421875
4069,174.38616943359375
4070,99.50382232666016
4071,99.29956817626953
4072,117.30840301513672
4073,160.05960083007812
4074,119.30359649658203
4075,102.62142944335938
4076,130.27012634277344
4077,139.93600463867188
4078,114.41635131835938
4079,123.33097076416016
4080,161.21531677246094
4081,70.19412231445312
4082,219.3873291015625
4083,169.23855590820312
4084,153.76483154296875
4085,104.86089324951172
4086,138.9844512939453
4087,141.7462921142578
4088,106.52799987792969
4089,178.57728576660156
4090,122.48336791992188
4091,69.48014831542969
4092,125.963623046875
4093,166.59927368164062
4094,199.44229125976562
4095,122.64415740966797
4096,156.73109436035156
4097,128.59506225585938
4098,191.1751708984375
4099,158.509765625
4100,100.50410461425781
4101,143.3497314453125
4102,65.79217529296875
4103,181.61007690429688
4104,114.05219268798828
4105,132.46401977539062
4106,78.30670166015625
4107,141.73907470703125
4108,109.51200866699219
4109,98.66561889648438
4110,126.89765930175781
4111,90.39643859863281
4112,73.19308471679688
4113,153.66213989257812
4114,119.10115051269531
4115,161.967041015625
4116,153.38360595703125
4117,104.08578491210938
4118,166.619384765625
4119,151.170654296875
4120,171.2158203125
4121,155.50759887695312
4122,92.67942810058594
4123,180.9085693359375
4124,133.51617431640625
4125,150.15093994140625
4126,169.71914672851562
4127,189.74505615234375
4128,83.10508728027344
4129,165.8197021484375
4130,194.0277099609375
4131,239.22384643554688
4132,110.7594223022461
4133,101.4996337890625
4134,139.71351623535156
4135,165.04571533203125
4136,169.226806640625
4137,118.01578521728516
4138,153.81228637695312
4139,51.986351013183594
4140,130.8432159423828
4141,156.00267028808594
4142,199.22581481933594
4143,189.91827392578125
4144,110.04029083251953
4145,120.79205322265625
4146,92.790771484375
4147,125.87411499023438
4148,111.64551544189453
4149,183.12322998046875
4150,191.22972106933594
4151,87.58191680908203
4152,160.75302124023438
4153,153.68966674804688
4154,173.14231872558594
4155,219.76329040527344
4156,165.84841918945312
4157,112.31932067871094
4158,129.49984741210938
4159,122.89756774902344
4160,396.3996887207031
4161,63.23780822753906
4162,194.08949279785156
4163,175.32110595703125
4164,222.93080139160156
4165,133.4980926513672
4166,231.93746948242188
4167,125.00797271728516
4168,200.79965209960938
4169,214.39279174804688
4170,124.52075958251953
4171,223.30113220214844
4172,140.4823455810547
4173,150.15235900878906
4174,127.83661651611328
4175,136.27847290039062
4176,195.89111328125
4177,210.87939453125
4178,175.992919921875
4179,149.90721130371094
4180,151.95614624023438
4181,180.8238983154297
4182,208.40379333496094
4183,182.05291748046875
4184,158.43426513671875
4185,158.39682006835938
4186,196.27389526367188
4187,159.4202423095703
4188,163.2545166015625
4189,174.410400390625
4190,206.38497924804688
4191,132.24102783203125
4192,210.50003051757812
4193,106.70207214355469
4194,124.4765625
4195,268.98779296875
4196,167.3990478515625
4197,87.26882934570312
4198,179.14669799804688
4199,85.6176528930664
4200,184.31143188476562
4201,242.05715942382812
4202,194.71070861816406
4203,98.6534194946289
4204,149.479248046875
4205,99.73641967773438
4206,116.92344665527344
4207,143.23583984375
4208,110.88777160644531
4209,120.82144927978516
4210,145.58059692382812
4211,188.02212524414062
4212,223.561279296875
4213,146.55140686035156
4214,192.36392211914062
4215,125.83601379394531
4216,211.1351318359375
4217,155.46560668945312
4218,114.24931335449219
4219,166.44061279296875
4220,155.2720489501953
4221,249.29244995117188
4222,177.10784912109375
4223,211.51779174804688
4224,253.5952606201172
4225,88.37569427490234
4226,106.88255310058594
