step,reward
0,16.0
1,17.4
2,15.0
3,18.066666666666666
4,17.8
5,20.266666666666666
6,25.266666666666666
7,21.066666666666666
8,19.266666666666666
9,23.466666666666665
10,25.0
11,24.866666666666667
12,23.666666666666668
13,22.933333333333334
14,23.333333333333332
15,27.0
16,24.333333333333332
17,22.2
18,27.533333333333335
19,33.0
20,33.0
21,33.0
22,33.0
23,33.0
24,29.666666666666668
25,29.666666666666668
26,29.666666666666668
27,29.666666666666668
28,25.666666666666668
29,26.066666666666666
30,27.0
31,29.666666666666668
32,19.0
33,24.333333333333332
34,27.666666666666668
35,27.666666666666668
36,27.666666666666668
37,20.666666666666668
38,24.066666666666666
39,24.333333333333332
40,25.133333333333333
41,25.666666666666668
42,27.0
43,27.0
44,25.666666666666668
45,24.333333333333332
46,19.666666666666668
47,18.8
48,19.4
49,20.6
50,22.733333333333334
51,20.6
52,23.533333333333335
53,24.6
54,19.266666666666666
55,19.266666666666666
56,22.466666666666665
57,25.133333333333333
58,22.0
59,23.0
60,21.666666666666668
61,21.666666666666668
62,21.0
63,18.933333333333334
64,15.933333333333334
65,16.4
66,23.0
67,22.0
68,23.6
69,17.666666666666668
70,20.0
71,19.666666666666668
72,19.4
73,19.266666666666666
74,20.466666666666665
75,22.066666666666666
76,21.0
77,20.666666666666668
78,19.733333333333334
79,20.333333333333332
80,25.466666666666665
81,26.4
82,29.2
83,27.333333333333332
84,24.533333333333335
85,25.333333333333332
86,23.0
87,19.066666666666666
88,22.733333333333334
89,24.333333333333332
90,23.0
91,19.133333333333333
92,18.2
93,14.066666666666666
94,17.0
95,21.466666666666665
96,13.266666666666667
97,17.133333333333333
98,22.666666666666668
99,20.4
100,22.266666666666666
101,25.4
102,26.066666666666666
103,24.266666666666666
104,21.333333333333332
105,18.8
106,17.266666666666666
107,18.0
108,17.2
109,20.6
110,21.866666666666667
111,17.4
112,22.8
113,19.2
114,22.066666666666666
115,20.333333333333332
116,22.8
117,22.333333333333332
118,24.133333333333333
119,20.0
120,22.533333333333335
121,24.2
122,24.2
123,19.4
124,22.2
125,22.533333333333335
126,22.333333333333332
127,23.533333333333335
128,25.333333333333332
129,23.0
130,20.6
131,25.333333333333332
132,22.0
133,16.4
134,19.266666666666666
135,23.466666666666665
136,29.466666666666665
137,30.066666666666666
138,33.666666666666664
139,33.666666666666664
140,33.666666666666664
141,14.333333333333334
142,26.4
143,33.0
144,29.0
145,21.0
146,18.6
147,24.333333333333332
148,23.0
149,24.733333333333334
150,25.666666666666668
151,22.666666666666668
152,25.133333333333333
153,25.2
154,22.666666666666668
155,26.333333333333332
156,27.666666666666668
157,22.666666666666668
158,17.666666666666668
159,19.266666666666666
160,26.466666666666665
161,27.866666666666667
162,27.4
163,28.466666666666665
164,29.666666666666668
165,27.666666666666668
166,24.333333333333332
167,25.933333333333334
168,28.6
169,27.0
170,29.666666666666668
171,20.666666666666668
172,23.8
173,26.466666666666665
174,12.333333333333334
175,20.066666666666666
176,24.333333333333332
177,15.0
178,16.866666666666667
179,17.666666666666668
180,16.533333333333335
181,17.066666666666666
182,18.133333333333333
183,20.6
184,23.933333333333334
185,27.4
186,26.0
187,31.133333333333333
188,33.0
189,33.0
190,33.0
191,33.0
192,26.0
193,32.06666666666667
194,29.666666666666668
195,29.666666666666668
196,29.666666666666668
197,29.666666666666668
198,27.666666666666668
199,26.466666666666665
200,30.066666666666666
201,18.666666666666668
202,22.133333333333333
203,17.666666666666668
204,18.066666666666666
205,23.866666666666667
206,11.666666666666666
207,21.0
208,21.333333333333332
209,18.933333333333334
210,20.8
211,24.6
212,19.266666666666666
213,16.333333333333332
214,18.066666666666666
215,20.0
216,25.866666666666667
217,22.933333333333334
218,21.466666666666665
219,28.2
220,34.333333333333336
221,34.333333333333336
222,31.0
223,32.333333333333336
224,20.266666666666666
225,20.266666666666666
226,27.6
227,31.266666666666666
228,26.4
229,29.266666666666666
230,31.666666666666668
231,33.0
232,35.666666666666664
233,35.666666666666664
234,32.666666666666664
235,25.0
236,27.6
237,23.666666666666668
238,20.133333333333333
239,21.066666666666666
240,26.4
241,28.333333333333332
242,20.333333333333332
243,19.266666666666666
244,20.333333333333332
245,18.4
246,19.466666666666665
247,20.066666666666666
248,14.866666666666667
249,22.333333333333332
250,27.0
251,26.466666666666665
252,26.733333333333334
253,27.8
254,27.0
255,26.466666666666665
256,20.333333333333332
257,14.333333333333334
258,27.2
259,25.466666666666665
260,14.666666666666666
261,24.266666666666666
262,24.866666666666667
263,16.0
264,22.466666666666665
265,24.066666666666666
266,13.266666666666667
267,16.866666666666667
268,23.466666666666665
269,11.666666666666666
270,9.6
271,9.0
272,11.666666666666666
273,9.4
274,9.6
275,11.133333333333333
276,9.133333333333333
277,9.466666666666667
278,10.066666666666666
279,9.533333333333333
280,10.0
281,11.2
282,9.4
283,9.533333333333333
284,14.866666666666667
285,11.2
286,12.6
287,9.666666666666666
288,11.733333333333333
289,10.0
290,10.0
291,10.2
292,10.0
293,15.0
294,9.466666666666667
295,11.333333333333334
296,9.733333333333333
297,11.8
298,11.0
299,11.2
300,11.2
301,12.6
302,9.266666666666667
303,11.333333333333334
304,11.866666666666667
305,10.0
306,12.8
307,9.733333333333333
308,9.533333333333333
309,10.0
310,10.933333333333334
311,10.0
312,9.533333333333333
313,10.533333333333333
314,9.666666666666666
315,9.133333333333333
316,9.6
317,11.6
318,10.733333333333333
319,9.533333333333333
320,10.0
321,13.666666666666666
322,10.933333333333334
323,4.333333333333333
324,2.8666666666666667
325,1.8
326,5.0
327,0.0
328,5.4
329,3.4
330,3.2666666666666666
331,5.733333333333333
332,5.266666666666667
333,1.6666666666666667
334,5.8
335,6.8
336,1.9333333333333333
337,5.6
338,5.2
339,11.6
340,4.333333333333333
341,5.2
342,6.933333333333334
343,7.466666666666667
344,4.333333333333333
345,7.866666666666666
346,8.933333333333334
347,9.2
348,6.066666666666666
349,5.8
350,12.466666666666667
351,5.933333333333334
352,6.4
353,6.8
354,7.733333333333333
355,5.266666666666667
356,5.866666666666666
357,4.066666666666666
358,5.0
359,6.4
360,2.6666666666666665
361,3.6
362,6.733333333333333
363,3.6
364,5.866666666666666
365,2.6
366,6.0
367,7.266666666666667
368,5.933333333333334
369,6.266666666666667
370,7.4
371,9.6
372,24.8
373,19.533333333333335
374,26.466666666666665
375,27.133333333333333
376,26.2
377,25.666666666666668
378,23.666666666666668
379,25.333333333333332
380,21.0
381,27.533333333333335
382,23.666666666666668
383,24.333333333333332
384,25.133333333333333
385,27.933333333333334
386,21.133333333333333
387,19.666666666666668
388,22.866666666666667
389,25.4
390,21.666666666666668
391,22.666666666666668
392,24.333333333333332
393,20.466666666666665
394,26.133333333333333
395,12.0
396,21.533333333333335
397,19.733333333333334
398,24.533333333333335
399,24.333333333333332
400,22.533333333333335
401,23.733333333333334
402,26.333333333333332
403,17.0
404,22.533333333333335
405,20.666666666666668
406,25.333333333333332
407,26.666666666666668
408,25.2
409,22.666666666666668
410,26.2
411,24.6
412,20.866666666666667
413,21.933333333333334
414,16.933333333333334
415,23.0
416,20.666666666666668
417,24.466666666666665
418,25.0
419,23.666666666666668
420,25.333333333333332
421,21.666666666666668
422,20.066666666666666
423,19.533333333333335
424,22.8
425,19.8
426,16.8
427,13.8
428,18.8
429,15.733333333333333
430,17.4
431,18.266666666666666
432,21.666666666666668
433,22.0
434,20.866666666666667
435,23.0
436,23.0
437,15.733333333333333
438,18.466666666666665
439,15.733333333333333
440,17.666666666666668
441,15.0
442,19.0
443,18.333333333333332
444,25.666666666666668
445,25.0
446,27.4
447,25.666666666666668
448,21.666666666666668
449,26.333333333333332
450,29.0
451,32.333333333333336
452,31.933333333333334
453,31.4
454,38.46666666666667
455,29.0
456,23.866666666666667
457,28.266666666666666
458,29.666666666666668
459,36.333333333333336
460,25.333333333333332
461,19.866666666666667
462,18.0
463,18.333333333333332
464,15.066666666666666
465,16.333333333333332
466,21.533333333333335
467,24.0
468,23.333333333333332
469,25.133333333333333
470,28.866666666666667
471,31.0
472,19.666666666666668
473,27.0
474,33.666666666666664
475,27.0
476,24.333333333333332
477,29.4
478,30.0
479,33.0
480,33.666666666666664
481,29.666666666666668
482,29.666666666666668
483,27.666666666666668
484,27.0
485,28.333333333333332
486,29.666666666666668
487,29.666666666666668
488,29.666666666666668
489,29.666666666666668
490,29.666666666666668
491,21.666666666666668
492,23.266666666666666
493,25.666666666666668
494,25.666666666666668
495,25.666666666666668
496,19.666666666666668
497,21.666666666666668
498,24.0
499,25.0
500,25.0
501,25.0
502,21.666666666666668
