step,epsilon
334,0.09999000000000001
335,0.09998000100000001
336,0.09997000299990001
337,0.09996000599960002
338,0.09995000999900006
339,0.09994001499800016
340,0.09993002099650036
341,0.09992002799440071
342,0.09991003599160127
343,0.0999000449880021
344,0.0998900549835033
345,0.09988006597800494
346,0.09987007797140715
347,0.09986009096361001
348,0.09985010495451364
349,0.09984011994401819
350,0.09983013593202379
351,0.09982015291843059
352,0.09981017090313875
353,0.09980018988604844
354,0.09979020986705983
355,0.09978023084607313
356,0.09977025282298851
357,0.09976027579770622
358,0.09975029977012645
359,0.09974032474014943
360,0.09973035070767541
361,0.09972037767260465
362,0.09971040563483739
363,0.09970043459427391
364,0.09969046455081448
365,0.09968049550435941
366,0.09967052745480898
367,0.0996605604020635
368,0.0996505943460233
369,0.0996406292865887
370,0.09963066522366004
371,0.09962070215713768
372,0.09961074008692197
373,0.09960077901291328
374,0.099590818935012
375,0.0995808598531185
376,0.0995709017671332
377,0.09956094467695648
378,0.09955098858248879
379,0.09954103348363054
380,0.09953107938028218
381,0.09952112627234415
382,0.09951117415971691
383,0.09950122304230094
384,0.09949127291999671
385,0.0994813237927047
386,0.09947137566032543
387,0.0994614285227594
388,0.09945148237990713
389,0.09944153723166914
390,0.09943159307794597
391,0.09942164991863818
392,0.09941170775364631
393,0.09940176658287095
394,0.09939182640621266
395,0.09938188722357204
396,0.09937194903484968
397,0.0993620118399462
398,0.09935207563876221
399,0.09934214043119834
400,0.09933220621715522
401,0.0993222729965335
402,0.09931234076923384
403,0.09930240953515691
404,0.0992924792942034
405,0.09928255004627398
406,0.09927262179126936
407,0.09926269452909023
408,0.09925276825963732
409,0.09924284298281136
410,0.09923291869851308
411,0.09922299540664323
412,0.09921307310710256
413,0.09920315179979185
414,0.09919323148461187
415,0.09918331216146341
416,0.09917339383024726
417,0.09916347649086424
418,0.09915356014321515
419,0.09914364478720084
420,0.09913373042272211
421,0.09912381704967983
422,0.09911390466797487
423,0.09910399327750807
424,0.09909408287818032
425,0.0990841734698925
426,0.0990742650525455
427,0.09906435762604025
428,0.09905445119027766
429,0.09904454574515863
430,0.09903464129058412
431,0.09902473782645506
432,0.09901483535267241
433,0.09900493386913715
434,0.09899503337575025
435,0.09898513387241267
436,0.09897523535902543
437,0.09896533783548953
438,0.09895544130170597
439,0.0989455457575758
440,0.09893565120300005
441,0.09892575763787975
442,0.09891586506211597
443,0.09890597347560975
444,0.0988960828782622
445,0.09888619326997437
446,0.09887630465064738
447,0.09886641702018231
448,0.0988565303784803
449,0.09884664472544245
450,0.0988367600609699
451,0.0988268763849638
452,0.09881699369732531
453,0.09880711199795558
454,0.09879723128675579
455,0.09878735156362711
456,0.09877747282847076
457,0.0987675950811879
458,0.09875771832167979
459,0.09874784254984763
460,0.09873796776559264
461,0.09872809396881609
462,0.09871822115941921
463,0.09870834933730327
464,0.09869847850236954
465,0.09868860865451931
466,0.09867873979365387
467,0.09866887191967451
468,0.09865900503248254
469,0.09864913913197929
470,0.09863927421806609
471,0.09862941029064429
472,0.09861954734961523
473,0.09860968539488027
474,0.09859982442634078
475,0.09858996444389816
476,0.09858010544745377
477,0.09857024743690902
478,0.09856039041216533
479,0.09855053437312411
480,0.0985406793196868
481,0.09853082525175483
482,0.09852097216922966
483,0.09851112007201274
484,0.09850126896000554
485,0.09849141883310954
486,0.09848156969122623
487,0.09847172153425711
488,0.09846187436210369
489,0.09845202817466747
490,0.09844218297185
491,0.09843233875355283
492,0.09842249551967747
493,0.0984126532701255
494,0.09840281200479849
495,0.09839297172359801
496,0.09838313242642566
497,0.09837329411318302
498,0.0983634567837717
499,0.09835362043809333
500,0.09834378507604952
501,0.09833395069754192
502,0.09832411730247216
503,0.09831428489074191
504,0.09830445346225283
505,0.09829462301690661
506,0.09828479355460493
507,0.09827496507524947
508,0.09826513757874195
509,0.09825531106498407
510,0.09824548553387757
511,0.09823566098532419
512,0.09822583741922565
513,0.09821601483548373
514,0.09820619323400018
515,0.09819637261467677
516,0.09818655297741531
517,0.09817673432211757
518,0.09816691664868536
519,0.09815709995702049
520,0.09814728424702479
521,0.09813746951860008
522,0.09812765577164823
523,0.09811784300607106
524,0.09810803122177045
525,0.09809822041864827
526,0.0980884105966064
527,0.09807860175554674
528,0.09806879389537118
529,0.09805898701598165
530,0.09804918111728005
531,0.09803937619916832
532,0.0980295722615484
533,0.09801976930432225
534,0.09800996732739183
535,0.09800016633065908
536,0.09799036631402602
537,0.09798056727739463
538,0.09797076922066689
539,0.09796097214374481
540,0.09795117604653045
541,0.09794138092892579
542,0.0979315867908329
543,0.09792179363215382
544,0.09791200145279061
545,0.09790221025264532
546,0.09789242003162006
547,0.0978826307896169
548,0.09787284252653794
549,0.0978630552422853
550,0.09785326893676106
551,0.09784348360986739
552,0.0978336992615064
553,0.09782391589158025
554,0.09781413349999109
555,0.0978043520866411
556,0.09779457165143243
557,0.09778479219426729
558,0.09777501371504786
559,0.09776523621367636
560,0.09775545969005499
561,0.09774568414408598
562,0.09773590957567158
563,0.09772613598471401
564,0.09771636337111554
565,0.09770659173477843
566,0.09769682107560496
567,0.0976870513934974
568,0.09767728268835806
569,0.09766751496008923
570,0.09765774820859321
571,0.09764798243377236
572,0.09763821763552899
573,0.09762845381376543
574,0.09761869096838406
575,0.09760892909928723
576,0.0975991682063773
577,0.09758940828955667
578,0.09757964934872772
579,0.09756989138379285
580,0.09756013439465447
581,0.09755037838121501
582,0.09754062334337689
583,0.09753086928104256
584,0.09752111619411445
585,0.09751136408249504
586,0.0975016129460868
587,0.09749186278479219
588,0.0974821135985137
589,0.09747236538715386
590,0.09746261815061515
591,0.09745287188880009
592,0.09744312660161121
593,0.09743338228895106
594,0.09742363895072216
595,0.09741389658682709
596,0.0974041551971684
597,0.09739441478164869
598,0.09738467534017052
599,0.0973749368726365
600,0.09736519937894923
601,0.09735546285901134
602,0.09734572731272544
603,0.09733599273999416
604,0.09732625914072016
605,0.09731652651480609
606,0.09730679486215461
607,0.0972970641826684
608,0.09728733447625013
609,0.0972776057428025
610,0.09726787798222822
611,0.09725815119443
612,0.09724842537931055
613,0.09723870053677262
614,0.09722897666671895
615,0.09721925376905229
616,0.09720953184367538
617,0.09719981089049101
618,0.09719009090940196
619,0.09718037190031102
620,0.09717065386312099
621,0.09716093679773467
622,0.0971512207040549
623,0.09714150558198449
624,0.09713179143142629
625,0.09712207825228315
626,0.09711236604445793
627,0.09710265480785349
628,0.0970929445423727
629,0.09708323524791847
630,0.09707352692439368
631,0.09706381957170124
632,0.09705411318974407
633,0.09704440777842509
634,0.09703470333764724
635,0.09702499986731349
636,0.09701529736732675
637,0.09700559583759003
638,0.09699589527800627
639,0.09698619568847847
640,0.09697649706890962
641,0.09696679941920273
642,0.09695710273926081
643,0.09694740702898688
644,0.09693771228828399
645,0.09692801851705517
646,0.09691832571520347
647,0.09690863388263195
648,0.09689894301924369
649,0.09688925312494177
650,0.09687956419962929
651,0.09686987624320932
652,0.096860189255585
653,0.09685050323665943
654,0.09684081818633576
655,0.09683113410451713
656,0.09682145099110669
657,0.09681176884600758
658,0.09680208766912297
659,0.09679240746035607
660,0.09678272821961004
661,0.09677304994678808
662,0.0967633726417934
663,0.09675369630452922
664,0.09674402093489877
665,0.09673434653280528
666,0.09672467309815201
667,0.0967150006308422
668,0.09670532913077912
669,0.09669565859786604
670,0.09668598903200626
671,0.09667632043310306
672,0.09666665280105975
673,0.09665698613577965
674,0.09664732043716608
675,0.09663765570512237
676,0.09662799193955185
677,0.0966183291403579
678,0.09660866730744386
679,0.09659900644071312
680,0.09658934654006905
681,0.09657968760541505
682,0.09657002963665451
683,0.09656037263369084
684,0.09655071659642747
685,0.09654106152476782
686,0.09653140741861535
687,0.09652175427787349
688,0.09651210210244571
689,0.09650245089223547
690,0.09649280064714624
691,0.09648315136708153
692,0.09647350305194483
693,0.09646385570163964
